housing_median_age,total_rooms,population,ocean_proximity,AGE,STAR,POPULATION_STATUS
19,3170,1344,INLAND,YOUNG,7-STAR,OVER
19,1891,678,INLAND,YOUNG,5-STAR,MEDIUM
15,2642,1032,INLAND,YOUNG,5-STAR,OVER
21,2764,902,INLAND,YOUNG,5-STAR,MEDIUM
17,2655,991,INLAND,YOUNG,5-STAR,MEDIUM
25,2787,1247,INLAND,YOUNG,5-STAR,OVER
22,1597,657,INLAND,YOUNG,5-STAR,MEDIUM
40,1098,415,INLAND,ADULT,5-STAR,SMALL
33,1984,842,INLAND,ADULT,5-STAR,MEDIUM
27,2744,1340,INLAND,ADULT,5-STAR,OVER
24,3459,1336,INLAND,YOUNG,7-STAR,OVER
36,120,30,INLAND,ADULT,3-STAR,SMALL
19,3574,1373,INLAND,YOUNG,7-STAR,OVER
8,4053,2033,INLAND,YOUNG,7-STAR,OVER
14,5827,2578,INLAND,YOUNG,7-STAR,OVER
35,3095,1550,INLAND,ADULT,7-STAR,OVER
15,5828,2868,INLAND,YOUNG,7-STAR,OVER
14,11442,6068,INLAND,YOUNG,7-STAR,OVER
18,7334,3339,INLAND,YOUNG,7-STAR,OVER
21,6575,3358,INLAND,YOUNG,7-STAR,OVER
11,13796,6000,INLAND,YOUNG,7-STAR,OVER
13,5826,2244,INLAND,YOUNG,7-STAR,OVER
17,5434,2755,INLAND,YOUNG,7-STAR,OVER
32,1875,1027,INLAND,ADULT,5-STAR,OVER
15,2514,1166,INLAND,YOUNG,5-STAR,OVER
11,2306,1308,INLAND,YOUNG,5-STAR,OVER
14,4594,2474,INLAND,YOUNG,7-STAR,OVER
18,3998,2071,INLAND,YOUNG,7-STAR,OVER
17,3214,1879,INLAND,YOUNG,7-STAR,OVER
16,2966,1365,INLAND,YOUNG,5-STAR,OVER
16,3592,1740,INLAND,YOUNG,7-STAR,OVER
15,2226,1004,INLAND,YOUNG,5-STAR,OVER
15,3137,1635,INLAND,YOUNG,7-STAR,OVER
25,1252,587,INLAND,YOUNG,5-STAR,SMALL
10,3908,1898,INLAND,YOUNG,7-STAR,OVER
21,3455,1605,INLAND,YOUNG,7-STAR,OVER
26,1387,807,INLAND,ADULT,5-STAR,MEDIUM
17,2683,1410,INLAND,YOUNG,5-STAR,OVER
17,2767,1275,INLAND,YOUNG,5-STAR,OVER
27,1998,970,INLAND,ADULT,5-STAR,MEDIUM
31,2532,1396,INLAND,ADULT,5-STAR,OVER
12,5098,2029,INLAND,YOUNG,7-STAR,OVER
13,2135,779,INLAND,YOUNG,5-STAR,MEDIUM
16,5179,2181,INLAND,YOUNG,7-STAR,OVER
22,1194,545,INLAND,YOUNG,5-STAR,SMALL
15,4018,2070,INLAND,YOUNG,7-STAR,OVER
19,2655,1253,INLAND,YOUNG,5-STAR,OVER
20,1234,649,INLAND,YOUNG,5-STAR,MEDIUM
32,2915,1292,INLAND,ADULT,5-STAR,OVER
23,2145,1022,INLAND,YOUNG,5-STAR,OVER
16,3747,1817,INLAND,YOUNG,7-STAR,OVER
16,3389,1674,INLAND,YOUNG,7-STAR,OVER
4,3080,1195,INLAND,YOUNG,7-STAR,OVER
13,3243,1585,INLAND,YOUNG,7-STAR,OVER
16,3262,1794,INLAND,YOUNG,7-STAR,OVER
17,3917,1809,INLAND,YOUNG,7-STAR,OVER
17,3050,1490,INLAND,YOUNG,7-STAR,OVER
24,1014,606,INLAND,YOUNG,5-STAR,MEDIUM
20,1402,676,INLAND,YOUNG,5-STAR,MEDIUM
15,1497,730,INLAND,YOUNG,5-STAR,MEDIUM
13,4256,1948,INLAND,YOUNG,7-STAR,OVER
13,503,267,INLAND,YOUNG,3-STAR,SMALL
14,6155,2407,INLAND,YOUNG,7-STAR,OVER
18,1830,905,INLAND,YOUNG,5-STAR,MEDIUM
16,3185,1550,INLAND,YOUNG,7-STAR,OVER
8,1145,447,INLAND,YOUNG,5-STAR,SMALL
15,2116,866,INLAND,YOUNG,5-STAR,MEDIUM
15,1701,723,INLAND,YOUNG,5-STAR,MEDIUM
16,3467,1478,INLAND,YOUNG,7-STAR,OVER
23,1727,833,INLAND,YOUNG,5-STAR,MEDIUM
29,1087,430,INLAND,ADULT,5-STAR,SMALL
20,1881,921,INLAND,YOUNG,5-STAR,MEDIUM
20,1992,889,INLAND,YOUNG,5-STAR,MEDIUM
15,6838,3166,INLAND,YOUNG,7-STAR,OVER
16,4082,1912,INLAND,YOUNG,7-STAR,OVER
14,3713,1845,INLAND,YOUNG,7-STAR,OVER
9,7812,3275,INLAND,YOUNG,7-STAR,OVER
5,7138,2623,INLAND,YOUNG,7-STAR,OVER
11,4415,1520,INLAND,YOUNG,7-STAR,OVER
7,7104,2772,INLAND,YOUNG,7-STAR,OVER
28,2970,1379,INLAND,ADULT,5-STAR,OVER
26,3077,1603,INLAND,ADULT,7-STAR,OVER
10,6262,2954,INLAND,YOUNG,7-STAR,OVER
23,1843,818,INLAND,YOUNG,5-STAR,MEDIUM
18,4947,2227,INLAND,YOUNG,7-STAR,OVER
19,5268,2357,INLAND,YOUNG,7-STAR,OVER
27,5266,2432,INLAND,ADULT,7-STAR,OVER
28,3558,1742,INLAND,ADULT,7-STAR,OVER
9,2200,938,INLAND,YOUNG,5-STAR,MEDIUM
11,5500,2827,INLAND,YOUNG,7-STAR,OVER
20,1412,700,INLAND,YOUNG,5-STAR,MEDIUM
19,2987,1610,INLAND,YOUNG,5-STAR,OVER
16,1754,773,INLAND,YOUNG,5-STAR,MEDIUM
26,1546,773,INLAND,ADULT,5-STAR,MEDIUM
10,3875,1632,INLAND,YOUNG,7-STAR,OVER
26,1937,769,INLAND,ADULT,5-STAR,MEDIUM
17,1605,732,INLAND,YOUNG,5-STAR,MEDIUM
52,240,6675,INLAND,OLD,3-STAR,OVER
15,3084,1040,INLAND,YOUNG,7-STAR,OVER
37,1252,686,INLAND,ADULT,5-STAR,MEDIUM
42,2101,945,INLAND,ADULT,5-STAR,MEDIUM
21,6198,2827,INLAND,YOUNG,7-STAR,OVER
6,9798,4583,INLAND,YOUNG,7-STAR,OVER
21,3517,1687,INLAND,YOUNG,7-STAR,OVER
2,12360,4438,INLAND,YOUNG,7-STAR,OVER
8,530,398,INLAND,YOUNG,3-STAR,SMALL
6,6873,2354,INLAND,YOUNG,7-STAR,OVER
16,2574,1041,INLAND,YOUNG,5-STAR,OVER
4,11021,3857,INLAND,YOUNG,7-STAR,OVER
25,394,155,INLAND,YOUNG,3-STAR,SMALL
35,7088,4885,INLAND,ADULT,7-STAR,OVER
35,3295,1454,INLAND,ADULT,7-STAR,OVER
21,9774,4674,INLAND,YOUNG,7-STAR,OVER
24,4378,2149,INLAND,YOUNG,7-STAR,OVER
17,13553,6544,INLAND,YOUNG,7-STAR,OVER
25,2707,1423,INLAND,YOUNG,5-STAR,OVER
32,9534,4951,INLAND,ADULT,7-STAR,OVER
13,2321,1066,INLAND,YOUNG,5-STAR,OVER
22,2938,1501,INLAND,YOUNG,5-STAR,OVER
23,2547,1235,INLAND,YOUNG,5-STAR,OVER
26,1814,963,INLAND,ADULT,5-STAR,MEDIUM
17,6663,2840,INLAND,YOUNG,7-STAR,OVER
25,1122,564,INLAND,YOUNG,5-STAR,SMALL
17,1671,848,INLAND,YOUNG,5-STAR,MEDIUM
29,1276,600,INLAND,ADULT,5-STAR,SMALL
15,3369,1733,INLAND,YOUNG,7-STAR,OVER
17,3608,1694,INLAND,YOUNG,7-STAR,OVER
25,692,504,INLAND,YOUNG,3-STAR,SMALL
18,1169,614,INLAND,YOUNG,5-STAR,MEDIUM
13,4715,2420,INLAND,YOUNG,7-STAR,OVER
18,224,95,INLAND,YOUNG,3-STAR,SMALL
19,2653,1419,INLAND,YOUNG,5-STAR,OVER
16,1537,1125,INLAND,YOUNG,5-STAR,OVER
10,2421,962,INLAND,YOUNG,5-STAR,MEDIUM
9,2748,1663,INLAND,YOUNG,5-STAR,OVER
22,1229,733,INLAND,YOUNG,5-STAR,MEDIUM
17,1621,706,INLAND,YOUNG,5-STAR,MEDIUM
3,4188,2081,INLAND,YOUNG,7-STAR,OVER
19,2460,1346,INLAND,YOUNG,5-STAR,OVER
25,3002,1660,INLAND,YOUNG,7-STAR,OVER
29,2748,1619,INLAND,ADULT,5-STAR,OVER
12,2975,1440,INLAND,YOUNG,5-STAR,OVER
11,2838,1701,INLAND,YOUNG,5-STAR,OVER
12,16239,8656,INLAND,YOUNG,7-STAR,OVER
19,6308,3012,INLAND,YOUNG,7-STAR,OVER
16,3895,1762,INLAND,YOUNG,7-STAR,OVER
18,2129,815,INLAND,YOUNG,5-STAR,MEDIUM
26,1793,653,INLAND,ADULT,5-STAR,MEDIUM
16,2629,1265,INLAND,YOUNG,5-STAR,OVER
17,1605,748,INLAND,YOUNG,5-STAR,MEDIUM
14,5737,2731,INLAND,YOUNG,7-STAR,OVER
18,4481,2211,INLAND,YOUNG,7-STAR,OVER
22,2607,1216,INLAND,YOUNG,5-STAR,OVER
33,1191,554,INLAND,ADULT,5-STAR,SMALL
16,2278,1203,INLAND,YOUNG,5-STAR,OVER
17,6225,3064,INLAND,YOUNG,7-STAR,OVER
21,2713,1287,INLAND,YOUNG,5-STAR,OVER
20,1232,667,INLAND,YOUNG,5-STAR,MEDIUM
27,1827,852,INLAND,ADULT,5-STAR,MEDIUM
19,822,457,INLAND,YOUNG,3-STAR,SMALL
29,2337,1054,INLAND,ADULT,5-STAR,OVER
4,20982,10329,INLAND,YOUNG,7-STAR,OVER
4,14418,6578,INLAND,YOUNG,7-STAR,OVER
3,2696,990,INLAND,YOUNG,5-STAR,MEDIUM
19,2780,1320,INLAND,YOUNG,5-STAR,OVER
2,6992,2816,INLAND,YOUNG,7-STAR,OVER
14,3205,1439,INLAND,YOUNG,7-STAR,OVER
17,4401,1970,INLAND,YOUNG,7-STAR,OVER
6,3254,1168,INLAND,YOUNG,7-STAR,OVER
14,3727,1741,INLAND,YOUNG,7-STAR,OVER
18,2643,1755,INLAND,YOUNG,5-STAR,OVER
7,6091,2916,INLAND,YOUNG,7-STAR,OVER
10,3425,1538,INLAND,YOUNG,7-STAR,OVER
15,4155,1722,INLAND,YOUNG,7-STAR,OVER
15,1883,893,INLAND,YOUNG,5-STAR,MEDIUM
11,2322,1373,INLAND,YOUNG,5-STAR,OVER
18,4813,2333,INLAND,YOUNG,7-STAR,OVER
10,5121,2568,INLAND,YOUNG,7-STAR,OVER
10,1034,478,INLAND,YOUNG,5-STAR,SMALL
14,2634,1402,INLAND,YOUNG,5-STAR,OVER
14,2655,1277,INLAND,YOUNG,5-STAR,OVER
20,2054,934,INLAND,YOUNG,5-STAR,MEDIUM
17,2193,1148,INLAND,YOUNG,5-STAR,OVER
17,1144,626,INLAND,YOUNG,5-STAR,MEDIUM
14,1357,695,INLAND,YOUNG,5-STAR,MEDIUM
20,1732,999,INLAND,YOUNG,5-STAR,MEDIUM
20,1314,712,INLAND,YOUNG,5-STAR,MEDIUM
11,1554,793,INLAND,YOUNG,5-STAR,MEDIUM
17,2756,1986,INLAND,YOUNG,5-STAR,OVER
14,980,659,INLAND,YOUNG,3-STAR,MEDIUM
16,1708,687,INLAND,YOUNG,5-STAR,MEDIUM
19,1403,901,INLAND,YOUNG,5-STAR,MEDIUM
22,1768,1005,INLAND,YOUNG,5-STAR,OVER
4,6125,3077,INLAND,YOUNG,7-STAR,OVER
27,2475,1703,INLAND,ADULT,5-STAR,OVER
8,10505,6002,INLAND,YOUNG,7-STAR,OVER
11,5665,3422,INLAND,YOUNG,7-STAR,OVER
18,1378,818,INLAND,YOUNG,5-STAR,MEDIUM
21,1787,988,INLAND,YOUNG,5-STAR,MEDIUM
16,1215,787,INLAND,YOUNG,5-STAR,MEDIUM
5,5666,3139,INLAND,YOUNG,7-STAR,OVER
10,4446,2499,INLAND,YOUNG,7-STAR,OVER
3,39320,16305,INLAND,YOUNG,7-STAR,OVER
24,1605,1966,INLAND,YOUNG,5-STAR,OVER
32,1441,629,INLAND,ADULT,5-STAR,MEDIUM
36,1212,569,INLAND,ADULT,5-STAR,SMALL
47,1396,630,INLAND,OLD,5-STAR,MEDIUM
43,1906,996,INLAND,ADULT,5-STAR,MEDIUM
52,910,429,INLAND,OLD,3-STAR,SMALL
36,1395,700,INLAND,ADULT,5-STAR,MEDIUM
19,4896,2150,INLAND,YOUNG,7-STAR,OVER
17,3610,1734,INLAND,YOUNG,7-STAR,OVER
21,2471,1753,INLAND,YOUNG,5-STAR,OVER
27,2049,1230,INLAND,ADULT,5-STAR,OVER
23,3359,1862,INLAND,YOUNG,7-STAR,OVER
36,1019,602,INLAND,ADULT,5-STAR,MEDIUM
21,3416,1862,<1H OCEAN,YOUNG,7-STAR,OVER
20,1345,731,INLAND,YOUNG,5-STAR,MEDIUM
11,1613,1617,INLAND,YOUNG,5-STAR,OVER
41,440,389,INLAND,ADULT,3-STAR,SMALL
11,1708,1474,INLAND,YOUNG,5-STAR,OVER
50,2666,1768,INLAND,OLD,5-STAR,OVER
52,1860,1215,INLAND,OLD,5-STAR,OVER
40,2352,1430,INLAND,ADULT,5-STAR,OVER
23,1771,1105,INLAND,YOUNG,5-STAR,OVER
36,1256,910,INLAND,ADULT,5-STAR,MEDIUM
13,4115,2903,INLAND,YOUNG,7-STAR,OVER
6,3769,2061,INLAND,YOUNG,7-STAR,OVER
11,1996,1023,INLAND,YOUNG,5-STAR,OVER
17,2625,1487,INLAND,YOUNG,5-STAR,OVER
14,3658,1951,INLAND,YOUNG,7-STAR,OVER
11,3701,1749,INLAND,YOUNG,7-STAR,OVER
7,1644,1143,INLAND,YOUNG,5-STAR,OVER
7,1626,677,INLAND,YOUNG,5-STAR,MEDIUM
30,516,288,INLAND,ADULT,3-STAR,SMALL
7,4609,1660,INLAND,YOUNG,7-STAR,OVER
15,2638,1289,INLAND,YOUNG,5-STAR,OVER
23,395,166,INLAND,YOUNG,3-STAR,SMALL
52,1691,618,<1H OCEAN,OLD,5-STAR,MEDIUM
4,22128,10450,<1H OCEAN,YOUNG,7-STAR,OVER
2,556,179,<1H OCEAN,YOUNG,3-STAR,SMALL
14,5622,3108,INLAND,YOUNG,7-STAR,OVER
3,9662,2497,<1H OCEAN,YOUNG,7-STAR,OVER
4,9755,4662,<1H OCEAN,YOUNG,7-STAR,OVER
16,13290,6931,<1H OCEAN,YOUNG,7-STAR,OVER
10,10856,6474,INLAND,YOUNG,7-STAR,OVER
4,8301,3941,<1H OCEAN,YOUNG,7-STAR,OVER
13,984,364,<1H OCEAN,YOUNG,3-STAR,SMALL
40,1092,457,<1H OCEAN,ADULT,5-STAR,SMALL
28,1437,724,INLAND,ADULT,5-STAR,MEDIUM
10,1979,1117,INLAND,YOUNG,5-STAR,OVER
25,1719,1098,INLAND,YOUNG,5-STAR,OVER
29,1276,1216,INLAND,ADULT,5-STAR,OVER
31,1840,1187,INLAND,ADULT,5-STAR,OVER
30,4255,2129,INLAND,ADULT,7-STAR,OVER
35,3222,1970,INLAND,ADULT,7-STAR,OVER
34,4055,2470,INLAND,ADULT,7-STAR,OVER
14,4136,2026,INLAND,YOUNG,7-STAR,OVER
24,1948,1286,INLAND,YOUNG,5-STAR,OVER
33,4674,2769,INLAND,ADULT,7-STAR,OVER
33,1552,1326,INLAND,ADULT,5-STAR,OVER
29,873,649,INLAND,ADULT,3-STAR,MEDIUM
25,1881,1337,INLAND,YOUNG,5-STAR,OVER
25,2054,2271,INLAND,YOUNG,5-STAR,OVER
7,732,431,INLAND,YOUNG,3-STAR,SMALL
27,2127,1970,INLAND,ADULT,5-STAR,OVER
25,1859,1070,INLAND,YOUNG,5-STAR,OVER
10,1875,1055,INLAND,YOUNG,5-STAR,OVER
24,2834,1815,INLAND,YOUNG,5-STAR,OVER
16,1458,912,INLAND,YOUNG,5-STAR,MEDIUM
20,2281,1545,INLAND,YOUNG,5-STAR,OVER
31,2220,1662,INLAND,ADULT,5-STAR,OVER
8,1841,1243,INLAND,YOUNG,5-STAR,OVER
5,4459,2028,INLAND,YOUNG,7-STAR,OVER
13,5301,2870,INLAND,YOUNG,7-STAR,OVER
20,1950,1054,INLAND,YOUNG,5-STAR,OVER
17,4098,1859,INLAND,YOUNG,7-STAR,OVER
17,2902,1652,INLAND,YOUNG,5-STAR,OVER
17,1781,860,INLAND,YOUNG,5-STAR,MEDIUM
36,2340,1213,INLAND,ADULT,5-STAR,OVER
15,4363,2410,INLAND,YOUNG,7-STAR,OVER
5,3761,2335,INLAND,YOUNG,7-STAR,OVER
28,707,561,INLAND,ADULT,3-STAR,SMALL
15,4905,2711,INLAND,YOUNG,7-STAR,OVER
17,12689,7343,INLAND,YOUNG,7-STAR,OVER
11,3467,2163,INLAND,YOUNG,7-STAR,OVER
20,8561,4861,INLAND,YOUNG,7-STAR,OVER
16,2859,1946,INLAND,YOUNG,5-STAR,OVER
20,6374,3690,INLAND,YOUNG,7-STAR,OVER
20,7326,5718,INLAND,YOUNG,7-STAR,OVER
30,2598,2170,INLAND,ADULT,5-STAR,OVER
24,1033,486,INLAND,YOUNG,5-STAR,SMALL
25,3430,1284,INLAND,YOUNG,7-STAR,OVER
16,2896,1165,INLAND,YOUNG,5-STAR,OVER
4,4082,1996,INLAND,YOUNG,7-STAR,OVER
4,4791,1871,INLAND,YOUNG,7-STAR,OVER
11,3628,1488,INLAND,YOUNG,7-STAR,OVER
8,1692,857,INLAND,YOUNG,5-STAR,MEDIUM
20,2524,965,INLAND,YOUNG,5-STAR,MEDIUM
16,2196,949,INLAND,YOUNG,5-STAR,MEDIUM
8,2915,1271,INLAND,YOUNG,5-STAR,OVER
10,2846,1221,INLAND,YOUNG,5-STAR,OVER
17,3229,1289,INLAND,YOUNG,7-STAR,OVER
15,3162,1145,INLAND,YOUNG,7-STAR,OVER
19,3995,1523,INLAND,YOUNG,7-STAR,OVER
22,2272,933,INLAND,YOUNG,5-STAR,MEDIUM
9,3877,1815,INLAND,YOUNG,7-STAR,OVER
24,2121,913,INLAND,YOUNG,5-STAR,MEDIUM
17,3006,1291,INLAND,YOUNG,7-STAR,OVER
4,4323,1479,INLAND,YOUNG,7-STAR,OVER
18,3605,1682,INLAND,YOUNG,7-STAR,OVER
29,2927,1710,INLAND,ADULT,5-STAR,OVER
16,2129,932,INLAND,YOUNG,5-STAR,MEDIUM
30,2674,1404,INLAND,ADULT,5-STAR,OVER
16,2427,794,INLAND,YOUNG,5-STAR,MEDIUM
16,2181,1133,INLAND,YOUNG,5-STAR,OVER
16,3190,1414,INLAND,YOUNG,7-STAR,OVER
16,3853,1726,INLAND,YOUNG,7-STAR,OVER
19,3445,1635,INLAND,YOUNG,7-STAR,OVER
27,2298,1071,INLAND,ADULT,5-STAR,OVER
28,2788,1140,INLAND,ADULT,5-STAR,OVER
17,3759,1722,INLAND,YOUNG,7-STAR,OVER
11,7392,3841,INLAND,YOUNG,7-STAR,OVER
28,1263,601,INLAND,ADULT,5-STAR,MEDIUM
19,2969,1326,INLAND,YOUNG,5-STAR,OVER
19,1688,622,INLAND,YOUNG,5-STAR,MEDIUM
37,1971,939,INLAND,ADULT,5-STAR,MEDIUM
26,1855,1109,INLAND,ADULT,5-STAR,OVER
30,1461,1014,INLAND,ADULT,5-STAR,OVER
22,1547,773,INLAND,YOUNG,5-STAR,MEDIUM
17,4418,2417,INLAND,YOUNG,7-STAR,OVER
26,1151,593,INLAND,ADULT,5-STAR,SMALL
20,2462,1117,INLAND,YOUNG,5-STAR,OVER
23,1426,954,INLAND,YOUNG,5-STAR,MEDIUM
33,2446,1209,INLAND,ADULT,5-STAR,OVER
20,3216,1655,INLAND,YOUNG,7-STAR,OVER
17,1869,831,INLAND,YOUNG,5-STAR,MEDIUM
31,2561,1204,INLAND,ADULT,5-STAR,OVER
15,4799,2554,INLAND,YOUNG,7-STAR,OVER
8,3557,2251,INLAND,YOUNG,7-STAR,OVER
34,2839,1822,INLAND,ADULT,5-STAR,OVER
46,1214,701,INLAND,OLD,5-STAR,MEDIUM
44,1526,831,INLAND,ADULT,5-STAR,MEDIUM
44,2808,1444,INLAND,ADULT,5-STAR,OVER
21,5662,3067,INLAND,YOUNG,7-STAR,OVER
28,2459,1230,INLAND,ADULT,5-STAR,OVER
29,1840,1278,INLAND,ADULT,5-STAR,OVER
24,2626,2204,INLAND,YOUNG,5-STAR,OVER
32,1775,1067,INLAND,ADULT,5-STAR,OVER
35,2621,1074,INLAND,ADULT,5-STAR,OVER
38,2750,1410,INLAND,ADULT,5-STAR,OVER
37,2454,1165,INLAND,ADULT,5-STAR,OVER
24,4043,2174,INLAND,YOUNG,7-STAR,OVER
36,2072,964,INLAND,ADULT,5-STAR,MEDIUM
33,2081,1008,INLAND,ADULT,5-STAR,OVER
36,1485,623,INLAND,ADULT,5-STAR,MEDIUM
33,3659,1773,INLAND,ADULT,7-STAR,OVER
37,2576,1284,INLAND,ADULT,5-STAR,OVER
43,1970,1036,INLAND,ADULT,5-STAR,OVER
52,2264,1031,INLAND,OLD,5-STAR,OVER
40,1609,624,INLAND,ADULT,5-STAR,MEDIUM
35,1254,729,INLAND,ADULT,5-STAR,MEDIUM
33,1987,1369,INLAND,ADULT,5-STAR,OVER
38,1810,1257,INLAND,ADULT,5-STAR,OVER
39,2650,1537,INLAND,ADULT,5-STAR,OVER
15,4061,2884,INLAND,YOUNG,7-STAR,OVER
30,1372,1047,INLAND,ADULT,5-STAR,OVER
19,3490,2818,INLAND,YOUNG,7-STAR,OVER
26,3271,2259,INLAND,ADULT,7-STAR,OVER
22,2626,1678,INLAND,YOUNG,5-STAR,OVER
24,2801,2064,INLAND,YOUNG,5-STAR,OVER
20,3550,2229,INLAND,YOUNG,7-STAR,OVER
23,1945,1483,INLAND,YOUNG,5-STAR,OVER
11,2000,1503,INLAND,YOUNG,5-STAR,OVER
12,4427,2400,INLAND,YOUNG,7-STAR,OVER
15,2700,1432,INLAND,YOUNG,5-STAR,OVER
35,2501,1182,INLAND,ADULT,5-STAR,OVER
52,1041,558,INLAND,OLD,5-STAR,SMALL
41,465,349,INLAND,ADULT,3-STAR,SMALL
16,6009,5110,INLAND,YOUNG,7-STAR,OVER
30,2787,2647,INLAND,ADULT,5-STAR,OVER
38,2450,1823,INLAND,ADULT,5-STAR,OVER
52,1644,1269,INLAND,OLD,5-STAR,OVER
26,1592,1182,INLAND,ADULT,5-STAR,OVER
39,1405,1489,INLAND,ADULT,5-STAR,OVER
41,1171,1479,INLAND,ADULT,5-STAR,OVER
43,763,851,INLAND,ADULT,3-STAR,MEDIUM
50,637,590,INLAND,OLD,3-STAR,SMALL
39,1210,1294,INLAND,ADULT,5-STAR,OVER
36,2341,2138,INLAND,ADULT,5-STAR,OVER
33,960,831,INLAND,ADULT,3-STAR,MEDIUM
6,5129,2533,INLAND,YOUNG,7-STAR,OVER
16,3260,1973,INLAND,YOUNG,7-STAR,OVER
16,2081,1332,INLAND,YOUNG,5-STAR,OVER
14,2644,2021,INLAND,YOUNG,5-STAR,OVER
15,3393,2039,INLAND,YOUNG,7-STAR,OVER
10,3657,2079,INLAND,YOUNG,7-STAR,OVER
6,2833,1717,INLAND,YOUNG,5-STAR,OVER
13,2295,1284,INLAND,YOUNG,5-STAR,OVER
13,1543,776,INLAND,YOUNG,5-STAR,MEDIUM
27,574,321,INLAND,ADULT,3-STAR,SMALL
9,2107,1138,INLAND,YOUNG,5-STAR,OVER
14,2137,1151,INLAND,YOUNG,5-STAR,OVER
16,3042,1516,INLAND,YOUNG,7-STAR,OVER
11,3358,1690,INLAND,YOUNG,7-STAR,OVER
15,4420,2373,INLAND,YOUNG,7-STAR,OVER
28,2360,2623,INLAND,ADULT,5-STAR,OVER
32,1129,1378,INLAND,ADULT,5-STAR,OVER
27,1407,1684,INLAND,ADULT,5-STAR,OVER
11,2050,1044,INLAND,YOUNG,5-STAR,OVER
21,1801,2556,INLAND,YOUNG,5-STAR,OVER
10,3194,2088,INLAND,YOUNG,7-STAR,OVER
10,4887,2637,INLAND,YOUNG,7-STAR,OVER
13,4864,2780,INLAND,YOUNG,7-STAR,OVER
9,4265,2280,INLAND,YOUNG,7-STAR,OVER
15,3942,2240,INLAND,YOUNG,7-STAR,OVER
16,2040,1207,INLAND,YOUNG,5-STAR,OVER
15,1791,1219,INLAND,YOUNG,5-STAR,OVER
16,2103,1305,INLAND,YOUNG,5-STAR,OVER
16,1499,918,INLAND,YOUNG,5-STAR,MEDIUM
33,883,1007,INLAND,ADULT,3-STAR,OVER
8,4116,1785,INLAND,YOUNG,7-STAR,OVER
12,5616,3019,INLAND,YOUNG,7-STAR,OVER
6,248,119,INLAND,YOUNG,3-STAR,SMALL
25,352,99,INLAND,YOUNG,3-STAR,SMALL
8,63,25,INLAND,YOUNG,3-STAR,SMALL
29,1005,513,INLAND,ADULT,5-STAR,SMALL
5,1387,855,INLAND,YOUNG,5-STAR,MEDIUM
26,1225,717,INLAND,ADULT,5-STAR,MEDIUM
36,447,2886,INLAND,ADULT,3-STAR,OVER
2,7544,2801,INLAND,YOUNG,7-STAR,OVER
3,12806,4249,INLAND,YOUNG,7-STAR,OVER
5,6135,2795,INLAND,YOUNG,7-STAR,OVER
4,17577,7766,INLAND,YOUNG,7-STAR,OVER
16,2114,1463,INLAND,YOUNG,5-STAR,OVER
21,2455,1094,INLAND,YOUNG,5-STAR,OVER
2,11965,4436,INLAND,YOUNG,7-STAR,OVER
2,718,119,INLAND,YOUNG,3-STAR,SMALL
3,5710,2874,INLAND,YOUNG,7-STAR,OVER
10,9467,3819,INLAND,YOUNG,7-STAR,OVER
7,11818,5499,INLAND,YOUNG,7-STAR,OVER
16,13556,5669,INLAND,YOUNG,7-STAR,OVER
14,15809,7363,INLAND,YOUNG,7-STAR,OVER
21,8416,4308,INLAND,YOUNG,7-STAR,OVER
17,6709,3954,INLAND,YOUNG,7-STAR,OVER
10,20263,9716,INLAND,YOUNG,7-STAR,OVER
14,11635,6443,INLAND,YOUNG,7-STAR,OVER
18,6025,3360,INLAND,YOUNG,7-STAR,OVER
4,6956,3455,INLAND,YOUNG,7-STAR,OVER
4,5351,2988,INLAND,YOUNG,7-STAR,OVER
9,18956,10323,INLAND,YOUNG,7-STAR,OVER
17,3646,1987,INLAND,YOUNG,7-STAR,OVER
4,6360,3359,INLAND,YOUNG,7-STAR,OVER
27,754,746,INLAND,ADULT,3-STAR,MEDIUM
16,2401,1757,INLAND,YOUNG,5-STAR,OVER
4,2152,1083,INLAND,YOUNG,5-STAR,OVER
16,3443,2130,INLAND,YOUNG,7-STAR,OVER
14,1463,881,INLAND,YOUNG,5-STAR,MEDIUM
4,5998,3182,INLAND,YOUNG,7-STAR,OVER
5,6933,3845,INLAND,YOUNG,7-STAR,OVER
18,5605,4028,INLAND,YOUNG,7-STAR,OVER
5,2185,1379,INLAND,YOUNG,5-STAR,OVER
4,11587,5804,INLAND,YOUNG,7-STAR,OVER
7,5954,3567,INLAND,YOUNG,7-STAR,OVER
16,5058,3388,INLAND,YOUNG,7-STAR,OVER
10,714,381,INLAND,YOUNG,3-STAR,SMALL
6,10565,5690,INLAND,YOUNG,7-STAR,OVER
35,908,667,INLAND,ADULT,3-STAR,MEDIUM
7,1759,1064,INLAND,YOUNG,5-STAR,OVER
8,4711,3310,INLAND,YOUNG,7-STAR,OVER
32,3170,2612,INLAND,ADULT,7-STAR,OVER
32,1650,1124,INLAND,ADULT,5-STAR,OVER
30,2287,1796,INLAND,ADULT,5-STAR,OVER
18,3830,2767,INLAND,YOUNG,7-STAR,OVER
19,3155,2482,INLAND,YOUNG,7-STAR,OVER
28,1922,1565,INLAND,ADULT,5-STAR,OVER
17,1834,1253,INLAND,YOUNG,5-STAR,OVER
24,1017,568,INLAND,YOUNG,5-STAR,SMALL
27,2532,1305,INLAND,ADULT,5-STAR,OVER
